Levenshtein Distance,Primary Movie,Secondary Movie
43.0,Sudden Death,You'll Be the Death of Me
29.0,Sudden Death,Behind the Locked Door
40.0,Sudden Death,Sign of Satan
18.0,Sudden Death,The Incredible Strange Creatures Who Stopped Living and Became Mixed-Up Zombies
20.0,Sudden Death,The Thrill Killers
31.0,Sudden Death,The Waltz King
25.0,Sudden Death,:Day of the Triffids
31.0,Sudden Death,Dr. Who: An Unearthly Child
25.0,Sudden Death,:Quackser Fortune Has a Cousin in the Bronx
20.0,Sudden Death,Henry VIII and His Six Wives
30.0,Sudden Death,The Henderson Monster
18.0,Sudden Death,Copacabana
36.0,Sudden Death,The Summer House
20.0,Sudden Death,A Private Function
29.0,Sudden Death,The Adventures of Scaramouche
21.0,Sudden Death,They Came to Rob Las Vegas
29.0,Sudden Death,The Visit
32.0,Sudden Death,"The Saboteur, Code Name Morituri"
26.0,Sudden Death,Le Vieil Homme et l'Enfant
36.0,Sudden Death,Jean de Florette
30.0,Sudden Death,Germinal
26.0,Sudden Death,Who needs an Enemy?
27.0,Sudden Death,The World's Oldest Motive
25.0,Sudden Death,Two Thousand Maniacs
30.0,Sudden Death,:She-Devils on Wheels
26.0,Sudden Death,"Tarzan, the Ape Man"
19.0,Sudden Death,Fantasies
19.0,Sudden Death,Greystoke
26.0,Sudden Death,Tarzan in Manhattan
27.0,Sudden Death,Ghosts Can't Do It
26.0,Sudden Death,Born to Win
28.0,Sudden Death,Crime and Passion
40.0,Sudden Death,:Silver Bears
32.0,Sudden Death,:Cutter's Way
22.0,Sudden Death,Stalin
26.0,Sudden Death,Bad Company
29.0,Sudden Death,La Maman et La Putaine
27.0,Sudden Death,A Man Named Gannon
11.0,Sudden Death,Winning
24.0,Sudden Death,The Gang That Couldn't Shoot Straight
24.0,Sudden Death,Rollercoaster
18.0,Sudden Death,:Rita Hayworth: The Love Goddess
32.0,Sudden Death,Women in Love
21.0,Sudden Death,The Music Lovers
36.0,Sudden Death,The Devils
24.0,Sudden Death,The Boyfriend
22.0,Sudden Death,Mahler
0.0,Sudden Death,Tommy
17.0,Sudden Death,Lisztomania
29.0,Sudden Death,Valentino
31.0,Sudden Death,Altered States
21.0,Sudden Death,Crimes of Passion
22.0,Sudden Death,Gothic
26.0,Sudden Death,The Lair of the White Worm
32.0,Sudden Death,Salome's Last Dance
11.0,Sudden Death,Rainbow
26.0,Sudden Death,"Women and Men, Stories of Seduction"
12.0,Sudden Death,Whore
14.0,Sudden Death,Prisoner of Honor
26.0,Sudden Death,The Insatiable Mrs.~Kirsch
20.0,Sudden Death,Anyone for Murder?
23.0,Sudden Death,Cronica de un Nino Solo
31.0,Sudden Death,S\~ao Bernardo
26.0,Sudden Death,They Don't Werar Black Tie
14.0,Sudden Death,Maiorita Absoluta
21.0,Sudden Death,"Hold Me, Thrill Me, Kiss Me"
46.0,Sudden Death,Second Verdict
30.0,Sudden Death,The Lady in Red
19.0,Sudden Death,Alligator
24.0,Sudden Death,Fighting Back
13.0,Sudden Death,Cujo
28.0,Sudden Death,Jewel of the Nile
19.0,Sudden Death,Cat's Eye
27.0,Sudden Death,Navy Seals
0.0,Sudden Death,7Up
0.0,Sudden Death,7+7
0.0,Sudden Death,21
33.0,Sudden Death,Agatha
30.0,Sudden Death,Coal Miner's Daughter
32.0,Sudden Death,:Continental Divide
18.0,Sudden Death,Gorky Park
12.0,Sudden Death,28 Up
25.0,Sudden Death,Gorillas in the Mist
12.0,Sudden Death,35 Up
50.0,Sudden Death,Thunderheart
41.0,Sudden Death,Incident at Ogala
26.0,Sudden Death,Moving the Mountain
12.0,Sudden Death,Blink
13.0,Sudden Death,Nell
29.0,Sudden Death,Extreme Measures
23.0,Sudden Death,Lasky Jedne Plavovlasky
31.0,Sudden Death,Fireman's Ball
18.0,Sudden Death,Taking Off
23.0,Sudden Death,One Flew over the Cuckoo's Nest
13.0,Sudden Death,Hair
21.0,Sudden Death,Ragtime
21.0,Sudden Death,Amadeus
21.0,Sudden Death,Valmont
26.0,Sudden Death,The People vs. Larry Flynt
23.0,Sudden Death,Loving Couples
29.0,Sudden Death,Scrubbers
40.0,Sudden Death,Sunday in New York
23.0,Sudden Death,"Stay Away, Joe"
22.0,Sudden Death,The Vampire of Dusseldorf
37.0,Sudden Death,Liebe auf den ersten Blick
21.0,Sudden Death,Tigerstreifenbaby wartet auf Tarzan
29.0,Sudden Death,Three Nuts in Search of a Bolt
36.0,Sudden Death,The Last Man on Earth
27.0,Sudden Death,Stories of the revolution
28.0,Sudden Death,The Twelve Chairs
30.0,Sudden Death,Death of a Bureaucrat
25.0,Sudden Death,Memories of Underdevelopment
30.0,Sudden Death,The Last Supper
33.0,Sudden Death,Strawberry and Chocolate
33.0,Sudden Death,Guantanamera
21.0,Sudden Death,Change of Address
26.0,Sudden Death,The McGregor Affair
22.0,Sudden Death,Crimson Witness
21.0,Sudden Death,Thou Still Unravished Bride
27.0,Sudden Death,Off Season
19.0,Sudden Death,The Night They Raided Minsky's
30.0,Sudden Death,The French Connection
25.0,Sudden Death,The Exorcist
31.0,Sudden Death,The Boys in the Band
30.0,Sudden Death,Sorcerer
20.0,Sudden Death,Cruising
32.0,Sudden Death,Deal of the Century
30.0,Sudden Death,To Live and Die in LA
25.0,Sudden Death,The Guardian
25.0,Sudden Death,Jade
25.0,Sudden Death,Dog Star Man
31.0,Sudden Death,Santa Claus Captures the Martians
21.0,Sudden Death,Furia a Bahia pour OSS 117
26.0,Sudden Death,The Photographer and the Undertaker
37.0,Sudden Death,The Snow Devils
17.0,Sudden Death,:The Rip Off
27.0,Sudden Death,:The Stranger and the Gunfighter
23.0,Sudden Death,":Yor, the Hunter from the Future"
28.0,Sudden Death,The Sleeping Car Murders
21.0,Sudden Death,Un Homme de Trop
0.0,Sudden Death,Z
11.0,Sudden Death,L'Aveu
31.0,Sudden Death,State of Siege
37.0,Sudden Death,Special Section
11.0,Sudden Death,Missing
30.0,Sudden Death,Hannah K
19.0,Sudden Death,Music Box
30.0,Sudden Death,Mad City
24.0,Sudden Death,Let's talk About Women
28.0,Sudden Death,The Devil in Love
20.0,Sudden Death,The Pizza Triangle
28.0,Sudden Death,We all Loved Each Other So Much
40.0,Sudden Death,A Special Day
21.0,Sudden Death,Passione d'Amore
32.0,Sudden Death,La Nuit de Varennes
21.0,Sudden Death,A Thousand Clowns
26.0,Sudden Death,King of the Gypsies
24.0,Sudden Death,:The Looking Glass War
27.0,Sudden Death,Somebody Has to Shoot the Picture
17.0,Sudden Death,Night Fever
26.0,Sudden Death,Point Blank
32.0,Sudden Death,Hell in the Pacific
42.0,Sudden Death,Leo the Last
26.0,Sudden Death,Deliverance
22.0,Sudden Death,Exorcist II: The Heretic
11.0,Sudden Death,Zardoz
10.0,Sudden Death,Excalibur
33.0,Sudden Death,The Emerald Forest
23.0,Sudden Death,Hope and Glory
30.0,Sudden Death,The Crazy Quilt
16.0,Sudden Death,The Autobiography of Miss Jane Pittman
31.0,Sudden Death,The Bedford Incident
31.0,Sudden Death,:Some Call it Loving
24.0,Sudden Death,Boiling Point
30.0,Sudden Death,Wally the Beard
20.0,Sudden Death,Portrait in Terror
29.0,Sudden Death,The Switchblade Sisters
32.0,Sudden Death,The Emigrants
24.0,Sudden Death,Zandy's Bride
12.0,Sudden Death,Bang!
23.0,Sudden Death,The Flight of the Eagle
29.0,Sudden Death,Hurricane
22.0,Sudden Death,Up the Junction
22.0,Sudden Death,Cathy Come Home
10.0,Sudden Death,Poor Cow
13.0,Sudden Death,Kes
33.0,Sudden Death,Singing the Blues in Red
48.0,Sudden Death,The Hidden Agenda
10.0,Sudden Death,RiffRaff
23.0,Sudden Death,Raining Stones
27.0,Sudden Death,"Ladybird, Ladybird"
28.0,Sudden Death,Land and Freedom 
17.0,Sudden Death,Carla's Song
23.0,Sudden Death,My Name is Joe
29.0,Sudden Death,Licensed to Kill
26.0,Sudden Death,Fists in the Pocket
32.0,Sudden Death,China is Near
32.0,Sudden Death,In the Name of the Father
37.0,Sudden Death,Salto nel Vuato
30.0,Sudden Death,Henry IV
33.0,Sudden Death,Devil in the Flesh
23.0,Sudden Death,The Conviction
19.0,Sudden Death,The Pince of Homburg
37.0,Sudden Death,Sister of Satan
24.0,Sudden Death,The Sorcerers
32.0,Sudden Death,Witchfinder General
33.0,Sudden Death,The Ugly Dachshund
22.0,Sudden Death,The Happiest Millionaire
25.0,Sudden Death,:Apple Dumpling Gang
28.0,Sudden Death,:Snowball Express
24.0,Sudden Death,:Cat from Outer Space
26.0,Sudden Death,The Eleanor Roosevelt Story
22.0,Sudden Death,Tammy and the Millionaire
17.0,Sudden Death,Kizino Kizi
28.0,Sudden Death,The Great Sioux Massacre
36.0,Sudden Death,Orgy of the Dead
34.0,Sudden Death,Blood on the Land
34.0,Sudden Death,Menino de Engenho
26.0,Sudden Death,Two on a Guillotine
50.0,Sudden Death,Thunder in Dixie
20.0,Sudden Death,Hot Rod Hullabaloo
27.0,Sudden Death,La Fayette
36.0,Sudden Death,The Human Duplicators
25.0,Sudden Death,Until the Ship Sails
31.0,Sudden Death,Endless Summer
21.0,Sudden Death,Bruce Brown's The Endless Summer II
15.0,Sudden Death,One of Our Spies is Missing
29.0,Sudden Death,"Munster, Go Home"
11.0,Sudden Death,Flood!
12.0,Sudden Death,Fire!
22.0,Sudden Death,Trace of Stones
31.0,Sudden Death,Brother Sun and Sister Moon
33.0,Sudden Death,Endless Love
11.0,Sudden Death,Otello
27.0,Sudden Death,Tea with Mussolini
29.0,Sudden Death,Lord Love a Duck
26.0,Sudden Death,The Secret Life of an American Wife
12.0,Sudden Death,:Rage
33.0,Sudden Death,"Sweet Love, Bitter"
20.0,Sudden Death,"I Love You, Alice B. Toklas!"
13.0,Sudden Death,Chamber of Horrors
34.0,Sudden Death,Suppose They Gave a War
27.0,Sudden Death,Where the Boys Are
22.0,Sudden Death,Tiempo de Morir
25.0,Sudden Death,The Shooting
30.0,Sudden Death,:Promises in the Dark
29.0,Sudden Death,Closely Watched Trains
26.0,Sudden Death,Report on the Party and its Guests
13.0,Sudden Death,Oratorio for Prague
15.0,Sudden Death,Martyrs of Love
18.0,Sudden Death,Czeslaw Milosz: the Poet Remebers
27.0,Sudden Death,In the Heat of Royal Love
21.0,Sudden Death,One Spy Too Many
33.0,Sudden Death,The Spy in the Green Hat
22.0,Sudden Death,":Taking of Pelham 1, 2, 3"
19.0,Sudden Death,:Hustling
29.0,Sudden Death,MacArthur
26.0,Sudden Death,:Goldengirl
15.0,Sudden Death,:Coast-to-Coast
26.0,Sudden Death,The Barrier
48.0,Sudden Death,The Departure
20.0,Sudden Death,Habds Up
33.0,Sudden Death,The Adventures of Gerard
20.0,Sudden Death,Deep End
33.0,Sudden Death,"King, Queen, Knave"
29.0,Sudden Death,The Shout
17.0,Sudden Death,Moonlighting
30.0,Sudden Death,Godzilla vs. the Sea Monster
30.0,Sudden Death,Son of Godzilla
26.0,Sudden Death,Godzilla on Monster Island
25.0,Sudden Death,Godzilla vs. Megalon
19.0,Sudden Death,Godzilla vs. the Cosmic Monster
20.0,Sudden Death,"Zontar, The Thing from Venus"
25.0,Sudden Death,Mistress of the Apes
21.0,Sudden Death,Prehistoric Women
34.0,Sudden Death,Tevye and his Seven Daughters
20.0,Sudden Death,Diamonds
22.0,Sudden Death,:Lepke
24.0,Sudden Death,:Eagles Attack at Dawn
18.0,Sudden Death,The Magician of Lubin
22.0,Sudden Death,Over the Brooklyn Bridge
26.0,Sudden Death,Delta Force
14.0,Sudden Death,Who's afraid of Virginia Woolf
33.0,Sudden Death,The Graduate
30.0,Sudden Death,Catch 22
21.0,Sudden Death,Carnal Knowledge
34.0,Sudden Death,:The Day of the Dolphin
26.0,Sudden Death,The Fortune
20.0,Sudden Death,Silkwood
29.0,Sudden Death,Heartburn
17.0,Sudden Death,Working Girl
23.0,Sudden Death,Postcards from the Edge
30.0,Sudden Death,Regarding Henry
0.0,Sudden Death,Wolf
25.0,Sudden Death,The Birdcage
8.0,Sudden Death,Primary Colors
22.0,Sudden Death,Joanna
21.0,Sudden Death,Myra Breckenridge
34.0,Sudden Death,Sinderella and the Golden Bra
32.0,Sudden Death,Any Wednesday
24.0,Sudden Death,:The Baltimore Bullet
23.0,Sudden Death,School for Sex
22.0,Sudden Death,Django
27.0,Sudden Death,The Payoff
17.0,Sudden Death,Georgy Girl
45.0,Sudden Death,Blood Bath
47.0,Sudden Death,The Student Nurses
27.0,Sudden Death,The Velvet Vampire
16.0,Sudden Death,"Who Are You, Polly Magoo?"
23.0,Sudden Death,Mister Freedom
20.0,Sudden Death,PanAfrican Cultural Festival
37.0,Sudden Death,"Eldridge Cleaver, Black Panther"
29.0,Sudden Death,The Model Couple
28.0,Sudden Death,The Little Richard Story
38.0,Sudden Death,Mode in France
36.0,Sudden Death,The French
20.0,Sudden Death,A Degree of Murder
33.0,Sudden Death,The Tin Drum
27.0,Sudden Death,The Lost Honor of Katharina Blum
40.0,Sudden Death,Coup de Grace
29.0,Sudden Death,Hotel de la Paix
32.0,Sudden Death,Swann in Love
26.0,Sudden Death,The Handmaid's Tale
11.0,Sudden Death,Voyager
20.0,Sudden Death,Palmetto
30.0,Sudden Death,The Ogre
32.0,Sudden Death,Castro Street
26.0,Sudden Death,Requiem for a Secret Agent
27.0,Sudden Death,The Fortune Cookie
35.0,Sudden Death,:The Life and Death of Judge Dredd
31.0,Sudden Death,Promise Her Anything
33.0,Sudden Death,Thanos and Despina
23.0,Sudden Death,The Photograpf
25.0,Sudden Death,The Love-Ins
30.0,Sudden Death,The Shakiest Gun in the West
27.0,Sudden Death,The Karate Killers
32.0,Sudden Death,Wild in the Streets
24.0,Sudden Death,The War Wagon
26.0,Sudden Death,:Support Your Local Sheriff
31.0,Sudden Death,Enter Laughing
19.0,Sudden Death,The Comic
23.0,Sudden Death,Where's Poppa?
11.0,Sudden Death,"Oh, God"
38.0,Sudden Death,Dead Men Don't Wear Plaid
30.0,Sudden Death,The Jerk
29.0,Sudden Death,The Man With Two Brains
19.0,Sudden Death,All of Me
40.0,Sudden Death,Summer School
24.0,Sudden Death,Show-Biz Nose
30.0,Sudden Death,Sibling Rivalry
15.0,Sudden Death,Fatal Instinct
21.0,Sudden Death,That Old Feeling
31.0,Sudden Death,The Vengeance of She
34.0,Sudden Death,The Return of She
22.0,Sudden Death,Titicut Follies
17.0,Sudden Death,High School
15.0,Sudden Death,Basic Training
38.0,Sudden Death,Juvenile Court
19.0,Sudden Death,Racetrack
15.0,Sudden Death,High School II
31.0,Sudden Death,Barefoot in the Park
31.0,Sudden Death,The Odd Couple
23.0,Sudden Death,:Cactus Flower
21.0,Sudden Death,Last of the Red Hot Lovers
13.0,Sudden Death,:Joe
38.0,Sudden Death,Save the Tiger
0.0,Sudden Death,Rocky
18.0,Sudden Death,Karate Kid
25.0,Sudden Death,:The Formula
31.0,Sudden Death,Happy New Year
36.0,Sudden Death,Lean on Me
15.0,Sudden Death,Karate Kid III
11.0,Sudden Death,Rocky V
16.0,Sudden Death,Stop Or My Mom Will Shoot
10.0,Sudden Death,Assassins
26.0,Sudden Death,The Vengeance of Fu Manchu
32.0,Sudden Death,The Mackenzie Break
30.0,Sudden Death,You'll like My Mother
10.0,Sudden Death,Lipstick
12.0,Sudden Death,Foxes
23.0,Sudden Death,:Crisis at Central High
28.0,Sudden Death,:Spacehunter: Adventures in the Forbidden Zone
23.0,Sudden Death,Downhill Racer
32.0,Sudden Death,The Candidate
24.0,Sudden Death,Smile
33.0,Sudden Death,The Bad News Bears
27.0,Sudden Death,Semi-Tough
22.0,Sudden Death,An Almost Perfect Affair
23.0,Sudden Death,Divine Madness
26.0,Sudden Death,:The Island
16.0,Sudden Death,The Survivors
33.0,Sudden Death,Fletch
38.0,Sudden Death,Wild Cats
19.0,Sudden Death,Diggstown
18.0,Sudden Death,The Positively True Adventures of the Alleged Texas Cheerleader Murdering Mom
36.0,Sudden Death,Wavelength
24.0,Sudden Death,The Story of a Three Day Pass
31.0,Sudden Death,Watermelon Man
23.0,Sudden Death,Sweet Sweetback's Badasssss Song
26.0,Sudden Death,Don't Play Us Cheap
30.0,Sudden Death,Identity Crisis
0.0,Sudden Death,Vroom!
22.0,Sudden Death,The Italian Job
32.0,Sudden Death,:The Sell-Out
29.0,Sudden Death,The House on Garibaldi Street
38.0,Sudden Death,:The Earthling
29.0,Sudden Death,Out of It
28.0,Sudden Death,The Revolutionary
14.0,Sudden Death,Dealing: Or the Berkeley-to-Boston Forty-Brick Lost-Bag Blues
22.0,Sudden Death,Nunzio
26.0,Sudden Death,Le `Petit Baigneur'
50.0,Sudden Death,Theater of Death
25.0,Sudden Death,:Born Losers
17.0,Sudden Death,:Billy Jack
23.0,Sudden Death,The Theatre of M.~and Mme.~Kobal
19.0,Sudden Death,"Goto, Island of Love"
21.0,Sudden Death,Blanche
16.0,Sudden Death,Immoral Tales
21.0,Sudden Death,The Story of Sin
32.0,Sudden Death,La Bete
29.0,Sudden Death,The Streetwalker
28.0,Sudden Death,Dr.~Jekyll and the Women
32.0,Sudden Death,Even Dwarfs Started Small
38.0,Sudden Death,"Aguirre, the Wrath of God"
24.0,Sudden Death,Nosferatu the Vampyre
8.0,Sudden Death,Fitzcarraldo
36.0,Sudden Death,Schrei aus Stein
21.0,Sudden Death,My Intimate Enemy
20.0,Sudden Death,Cpacabana Fools Me
13.0,Sudden Death,Valparaiso Mon Amour
27.0,Sudden Death,The Lion in Winter
30.0,Sudden Death,Inadmissable Evidence
17.0,Sudden Death,I Never Promised You a Rose Garden
43.0,Sudden Death,Middlemarch
18.0,Sudden Death,"Krakatoa, East of Java"
21.0,Sudden Death,unknown
10.0,Sudden Death,"Hi, Mom!"
20.0,Sudden Death,:Sisters
23.0,Sudden Death,Phantom of The Paradise
19.0,Sudden Death,Obsession
20.0,Sudden Death,The Fury
20.0,Sudden Death,Blow Out
35.0,Sudden Death,Body Double
19.0,Sudden Death,Wise Guys
29.0,Sudden Death,The Untouchables
28.0,Sudden Death,Casualties of War
31.0,Sudden Death,The Bonfire of the Vanities
25.0,Sudden Death,Raising Cain
16.0,Sudden Death,Carlito's Way
20.0,Sudden Death,Mission Impossible
36.0,Sudden Death,Snake Eyes
13.0,Sudden Death,Riot
16.0,Sudden Death,:Brian's Song
21.0,Sudden Death,:Shamus
27.0,Sudden Death,The Hunter
16.0,Sudden Death,A Challenge for Robin Hood
22.0,Sudden Death,The Hour of the Furnaces
29.0,Sudden Death,Yellow Submarine
32.0,Sudden Death,I Never Sang for my Father
28.0,Sudden Death,:Last Married Couple in America
14.0,Sudden Death,":Oh God, Book II"
30.0,Sudden Death,The Night of The Living Dead
44.0,Sudden Death,:Season of the Witch
26.0,Sudden Death,The Crazies
22.0,Sudden Death,Martin
36.0,Sudden Death,Dawn of the Dead
16.0,Sudden Death,:Knightriders
29.0,Sudden Death,Creepshow
30.0,Sudden Death,The Night of The Living Dead - the Remake
32.0,Sudden Death,The Dark Half
9.0,Sudden Death,Erotissimo
17.0,Sudden Death,Fantasia chez les ploucs
34.0,Sudden Death,Beru et ces Dames
27.0,Sudden Death,:With Six You Get Eggroll
25.0,Sudden Death,The Valley of Gwangi
19.0,Sudden Death,"Thank You, Mask Man"
33.0,Sudden Death,Marquis de Sade: Justine
16.0,Sudden Death,Kiss and Kill
29.0,Sudden Death,The Castle of Fu Manchu
24.0,Sudden Death,Venus in Furs
15.0,Sudden Death,The Bofors Gun
45.0,Sudden Death,The National Health
27.0,Sudden Death,Man Friday
34.0,Sudden Death,:The Medusa Touch
25.0,Sudden Death,Adieu L'Ami!
20.0,Sudden Death,The Christmas Tree
32.0,Sudden Death,Every Home Should Have One
33.0,Sudden Death,:Think Dirty
29.0,Sudden Death,Rentadick
19.0,Sudden Death,:Madhouse
30.0,Sudden Death,David Holzman's Diary
30.0,Sudden Death,Glenn and Randa
36.0,Sudden Death,Breathless
25.0,Sudden Death,The Big Easy
19.0,Sudden Death,Great Balls of Fire
11.0,Sudden Death,The Bliss of Mrs. Blossom
23.0,Sudden Death,":30 is a Dangerous Age, Cynthia"
27.0,Sudden Death,The Vampire's Rape
28.0,Sudden Death,The Naked Vampire
25.0,Sudden Death,The Vampire's Thrill
19.0,Sudden Death,Virgins and Vampires
23.0,Sudden Death,:Don't Raise the Bridge - Lower the River
18.0,Sudden Death,:How to Break Up a Happy Divorce
24.0,Sudden Death,Three
22.0,Sudden Death,The Light at the Edge of the World
17.0,Sudden Death,Black Lizard
12.0,Sudden Death,Virus
38.0,Sudden Death,Harlem Theatre
24.0,Sudden Death,The Producers
27.0,Sudden Death,:The Twelve Chairs
30.0,Sudden Death,Blazing Saddles
33.0,Sudden Death,Young Frankenstein
42.0,Sudden Death,Silent Movie
25.0,Sudden Death,High Anxiety
20.0,Sudden Death,:History of the World Part I
36.0,Sudden Death,Blue Skies Again
29.0,Sudden Death,When Things were Rotten
26.0,Sudden Death,Life Stinks
27.0,Sudden Death,Robin Hood: Men in Tights
38.0,Sudden Death,:Battle Beneath the Earth
21.0,Sudden Death,The Fox
18.0,Sudden Death,:Harry and Walter Go to New York
17.0,Sudden Death,The Cowboys
30.0,Sudden Death,The Rose
31.0,Sudden Death,On Golden Pond
25.0,Sudden Death,For the Boys
25.0,Sudden Death,Intersection
16.0,Sudden Death,Pretty Poison
23.0,Sudden Death,Private School
21.0,Sudden Death,Targets
30.0,Sudden Death,The Last Picture Show
15.0,Sudden Death,"What's Up, Doc?"
18.0,Sudden Death,Paper Moon
17.0,Sudden Death,Daisy Miller
28.0,Sudden Death,At Long Last Love
26.0,Sudden Death,Nickelodeon
29.0,Sudden Death,They All Laughed
18.0,Sudden Death,Texasville
18.0,Sudden Death,Noises Off
11.0,Sudden Death,Marlowe
8.0,Sudden Death,:Class of '44
20.0,Sudden Death,Torch Song Trilogy
31.0,Sudden Death,"Rachel, Rachel"
33.0,Sudden Death,Sometimes A Great Notion
16.0,Sudden Death,Harry and Son
29.0,Sudden Death,How to Steal the World
26.0,Sudden Death,:The Loners
30.0,Sudden Death,The Subject was Roses
14.0,Sudden Death,Who is Henry Kellerman and Why Is He Saying Those Terrible Things About Me?
24.0,Sudden Death,Straight Time
28.0,Sudden Death,:True Confessions
35.0,Sudden Death,The Omegans
14.0,Sudden Death,Otoko wa Tsurayo
21.0,Sudden Death,"Tora-San, the Memorial Day of Salad"
29.0,Sudden Death,Tora-San Goes to Vienna
21.0,Sudden Death,What A Life! My Uncle Tora
12.0,Sudden Death,Gakko
22.0,Sudden Death,Dracula vs. Frankenstein
15.0,Sudden Death,:Jessi's Girls
21.0,Sudden Death,Dracula A.D. 1972
41.0,Sudden Death,Souveniers d'en France
11.0,Sudden Death,Barocco
40.0,Sudden Death,Scene of the Crime
27.0,Sudden Death,Wild Reeds
26.0,Sudden Death,Les Voleurs
13.0,Sudden Death,More
27.0,Sudden Death,The Valley
29.0,Sudden Death,General Idi Amin
